production_id,machine_id,product_id,production_datetime,shift,planned_units,produced_units,defective_units
PR02415,M017,P005,2025-04-26 10:30:00,C,812,818,7
PR02416,M001,P006,2025-08-03 17:00:00,A,714,618,33
PR02417,M009,P002,2025-02-21 01:15:00,C,393,328,13
PR02418,M020,P012,2025-04-06 07:00:00,C,421,390,3
PR02419,M002,P001,2025-08-06 00:15:00,A,808,612,20
PR02420,M019,P010,2025-03-25 01:15:00,C,407,331,12
PR02421,M004,P004,2025-01-26 02:00:00,A,582,455,26
PR02422,M018,P007,2025-12-20 15:00:00,A,903,920,43
PR02423,M002,P012,2025-02-23 20:45:00,C,459,506,20
PR02424,M012,P015,2025-05-13 03:30:00,A,951,825,28
PR02425,M004,P001,2025-11-18 03:00:00,B,510,526,7
PR02426,M015,P010,2025-03-27 17:45:00,A,835,852,26
PR02427,M020,P008,2025-04-27 14:00:00,A,725,602,7
PR02428,M018,P004,2025-03-08 06:45:00,B,557,507,24
PR02429,M006,P013,2025-06-23 07:00:00,B,758,770,42
PR02430,M002,P001,2025-10-08 00:30:00,A,660,580,34
PR02431,M006,P014,2025-11-30 08:30:00,A,498,549,32
PR02432,M018,P006,2025-07-20 18:00:00,B,693,703,33
PR02433,M020,P012,2025-05-13 12:45:00,A,320,226,2
PR02434,M004,P014,2025-05-06 18:30:00,B,445,353,3
PR02435,M017,P013,2025-06-02 04:45:00,B,374,292,7
PR02436,M019,P003,2025-03-22 09:15:00,B,415,381,20
PR02437,M003,P014,2025-10-05 09:00:00,A,525,377,11
PR02438,M013,P008,2025-06-11 07:00:00,C,450,356,20
PR02439,M020,P014,2025-07-06 22:45:00,B,597,524,28
PR02440,M004,P015,2025-04-30 09:00:00,B,395,260,2
PR02441,M004,P006,2025-09-13 13:30:00,B,459,431,12
PR02442,M004,P003,2025-05-07 17:30:00,C,628,578,32
PR02443,M016,P009,2025-02-09 14:45:00,A,637,675,32
PR02444,M002,P013,2025-06-24 11:30:00,C,458,427,24
PR02445,M012,P013,2025-11-03 14:15:00,B,532,553,12
PR02446,M004,P001,2025-08-05 14:45:00,B,444,329,3
PR02447,M008,P008,2025-04-15 01:45:00,C,425,381,12
PR02448,M017,P001,2025-02-01 06:00:00,A,798,611,36
PR02449,M002,P003,2025-08-15 09:00:00,C,608,530,8
PR02450,M005,P015,2025-03-30 10:30:00,B,703,714,19
PR02451,M013,P011,2025-04-06 17:30:00,A,346,288,8
PR02452,M018,P015,2025-03-15 15:00:00,B,511,550,9
PR02453,M016,P010,2025-09-01 13:15:00,A,666,633,28
PR02454,M013,P010,2025-07-28 21:00:00,C,569,558,32
PR02455,M001,P011,2025-04-30 05:00:00,C,642,647,16
PR02456,M011,P010,2025-11-06 04:45:00,B,504,441,20
PR02457,M016,P009,2025-08-08 08:00:00,C,621,473,14
PR02458,M003,P010,2025-08-26 15:30:00,C,652,504,15
PR02459,M005,P008,2025-01-15 07:30:00,C,450,392,18
PR02460,M016,P002,2025-04-16 05:00:00,A,480,386,16
PR02461,M014,P003,2025-02-08 14:30:00,A,966,988,32
PR02462,M013,P010,2025-05-31 05:30:00,C,416,351,18
PR02463,M019,P014,2025-04-30 01:30:00,A,479,552,3
PR02464,M018,P001,2025-04-06 00:15:00,A,723,705,42
PR02465,M003,P008,2025-05-17 05:45:00,B,575,549,4
PR02466,M002,P015,2025-01-10 06:00:00,B,709,763,23
PR02467,M009,P015,2025-12-17 00:00:00,B,598,565,17
PR02468,M019,P005,2025-07-12 18:15:00,B,415,463,14
PR02469,M011,P005,2025-08-10 07:00:00,A,852,628,29
PR02470,M020,P004,2025-03-22 11:30:00,A,411,377,6
PR02471,M013,P004,2025-08-25 22:15:00,B,805,645,24
PR02472,M014,P012,2025-11-30 01:30:00,B,876,873,7
PR02473,M007,P010,2025-08-20 12:30:00,B,475,445,11
PR02474,M018,P007,2025-05-16 19:30:00,B,323,329,2
PR02475,M001,P011,2025-01-02 13:45:00,C,672,670,5
PR02476,M003,P015,2025-02-22 18:15:00,B,909,664,10
PR02477,M006,P006,2025-06-03 07:00:00,A,586,468,8
PR02478,M003,P001,2025-05-07 06:15:00,A,306,322,6
PR02479,M011,P005,2025-07-11 20:30:00,B,652,715,32
PR02480,M018,P005,2025-12-16 01:15:00,C,714,681,34
PR02481,M006,P010,2025-04-17 19:15:00,B,551,471,13
PR02482,M008,P002,2025-03-09 00:00:00,A,655,663,30
PR02483,M013,P006,2025-05-18 08:00:00,C,465,539,25
PR02484,M016,P007,2025-11-04 19:15:00,A,357,294,5
PR02485,M006,P010,2025-02-08 15:45:00,B,616,572,3
PR02486,M004,P010,2025-11-25 02:15:00,A,758,652,39
PR02487,M005,P007,2025-04-03 12:45:00,B,377,394,18
PR02488,M013,P005,2025-08-31 10:15:00,B,983,1029,41
PR02489,M019,P010,2025-02-22 04:00:00,A,935,760,5
PR02490,M007,P003,2025-12-04 23:30:00,C,622,663,13
PR02491,M005,P002,2025-02-24 02:30:00,C,535,532,11
PR02492,M015,P008,2025-11-24 03:30:00,C,543,545,4
PR02493,M005,P003,2025-08-25 20:15:00,A,567,537,25
PR02494,M018,P013,2025-09-14 17:15:00,A,560,524,22
PR02495,M013,P014,2025-10-30 05:00:00,C,609,598,19
PR02496,M014,P006,2025-04-12 06:15:00,A,474,443,26
PR02497,M009,P001,2025-07-03 19:00:00,C,469,384,22
PR02498,M018,P003,2025-06-20 20:30:00,B,839,714,36
PR02499,M016,P003,2025-12-25 13:45:00,C,438,406,8
PR02500,M011,P012,2025-10-27 05:30:00,B,612,695,36
PR02501,M004,P009,2025-02-11 18:45:00,A,472,467,3
PR02502,M015,P003,2025-06-30 23:45:00,C,472,531,32
PR02503,M008,P015,2025-07-30 06:30:00,B,484,532,26
PR02504,M014,P007,2025-02-14 09:15:00,A,908,703,4
PR02505,M002,P010,2025-12-22 14:00:00,B,437,458,25
PR02506,M002,P001,2025-08-09 06:15:00,C,368,328,7
PR02507,M007,P009,2025-04-29 19:00:00,C,351,367,9
PR02508,M019,P004,2025-04-01 04:15:00,B,605,630,6
PR02509,M002,P006,2025-01-03 22:00:00,B,729,796,25
PR02510,M014,P014,2025-05-24 12:00:00,A,728,734,6
PR02511,M015,P003,2025-07-20 09:15:00,A,838,815,19
PR02512,M008,P011,2025-05-19 13:00:00,A,755,773,32
PR02513,M003,P007,2025-04-16 06:45:00,B,417,347,7
PR02514,M010,P002,2025-03-12 06:00:00,C,698,572,31
PR02515,M014,P015,2025-04-11 14:15:00,A,775,723,23
PR02516,M002,P014,2025-08-05 22:15:00,B,557,496,7
PR02517,M003,P014,2025-08-08 02:45:00,B,635,689,4
PR02518,M006,P005,2025-11-14 19:15:00,C,476,420,6
PR02519,M012,P007,2025-04-23 14:30:00,B,573,608,10
PR02520,M001,P003,2025-04-11 16:45:00,B,886,739,27
PR02521,M009,P012,2025-05-31 17:30:00,B,530,456,17
PR02522,M001,P010,2025-03-30 06:45:00,B,572,389,2
PR02523,M013,P012,2025-04-27 16:30:00,B,940,893,13
PR02524,M018,P002,2025-05-01 10:00:00,B,333,319,5
PR02525,M008,P008,2025-12-11 13:00:00,C,612,527,5
PR02526,M013,P002,2025-09-25 08:30:00,C,517,429,11
PR02527,M013,P013,2025-08-20 20:30:00,A,725,555,24
PR02528,M003,P009,2025-07-26 17:00:00,B,676,667,36
PR02529,M004,P001,2025-09-22 23:00:00,C,361,226,8
PR02530,M013,P001,2025-06-07 10:00:00,B,765,738,38
PR02531,M009,P015,2025-05-01 11:45:00,B,738,561,10
PR02532,M015,P011,2025-10-31 16:15:00,A,516,362,11
PR02533,M016,P015,2025-01-12 12:45:00,C,423,426,12
PR02534,M017,P011,2025-11-25 08:00:00,C,929,717,24
PR02535,M016,P013,2025-08-09 10:15:00,A,814,780,6
PR02536,M017,P012,2025-10-21 13:15:00,C,611,533,8
PR02537,M001,P014,2025-09-15 15:45:00,C,324,275,6
PR02538,M002,P005,2025-11-23 09:15:00,C,442,553,24
PR02539,M007,P003,2025-10-15 13:00:00,A,858,869,24
PR02540,M001,P008,2025-02-05 12:15:00,A,891,906,38
PR02541,M006,P008,2025-10-25 18:15:00,A,821,939,47
PR02542,M008,P008,2025-10-15 04:45:00,A,630,728,34
PR02543,M019,P005,2025-08-23 23:00:00,A,846,761,11
PR02544,M011,P005,2025-01-16 06:15:00,C,389,332,6
PR02545,M001,P007,2025-11-24 19:00:00,C,415,349,10
PR02546,M009,P010,2025-04-02 02:30:00,C,851,700,4
PR02547,M002,P012,2025-03-25 08:15:00,A,874,915,44
PR02548,M016,P009,2025-12-22 21:00:00,A,777,734,8
PR02549,M017,P010,2025-07-17 20:45:00,A,956,785,42
PR02550,M017,P002,2025-02-22 12:30:00,B,894,957,39
PR02551,M010,P001,2025-01-01 06:45:00,B,347,309,4
PR02552,M003,P008,2025-01-25 06:00:00,A,825,797,5
PR02553,M010,P014,2025-07-25 04:15:00,C,915,922,44
PR02554,M019,P006,2025-06-17 00:00:00,C,768,578,19
PR02555,M019,P011,2025-04-05 20:45:00,A,946,814,23
PR02556,M005,P001,2025-11-04 12:00:00,C,475,499,14
PR02557,M006,P015,2025-01-17 16:15:00,B,317,264,12
PR02558,M020,P007,2025-04-10 21:30:00,C,587,488,11
PR02559,M003,P003,2025-11-30 05:30:00,A,642,663,36
PR02560,M007,P007,2025-06-01 21:15:00,C,605,406,22
PR02561,M009,P010,2025-01-10 18:00:00,B,459,463,7
PR02562,M015,P001,2025-07-27 22:00:00,A,555,528,21
PR02563,M012,P004,2025-05-31 07:45:00,C,625,485,4
PR02564,M009,P011,2025-08-06 08:00:00,A,845,803,39
PR02565,M016,P004,2025-05-05 12:30:00,C,822,806,29
PR02566,M005,P004,2025-07-09 08:45:00,B,720,606,10
PR02567,M003,P003,2025-01-20 12:45:00,B,774,695,14
PR02568,M002,P005,2025-10-25 09:45:00,A,982,997,12
PR02569,M014,P007,2025-11-06 16:45:00,A,488,339,2
PR02570,M020,P010,2025-08-21 18:45:00,C,481,405,10
PR02571,M018,P009,2025-12-03 04:15:00,B,520,397,23
PR02572,M014,P001,2025-12-30 15:45:00,B,925,715,40
PR02573,M020,P014,2025-03-04 07:30:00,A,837,585,11
PR02574,M020,P002,2025-02-18 10:15:00,A,917,824,13
PR02575,M015,P015,2025-03-06 12:00:00,B,330,265,11
PR02576,M002,P014,2025-03-17 19:00:00,B,612,616,25
PR02577,M005,P015,2025-10-16 02:15:00,C,607,481,16
PR02578,M011,P014,2025-10-06 15:15:00,C,333,372,13
PR02579,M005,P001,2025-07-16 09:15:00,C,983,1091,25
PR02580,M014,P007,2025-04-04 07:30:00,C,537,450,25
PR02581,M018,P015,2025-02-22 19:30:00,A,872,849,31
PR02582,M016,P011,2025-11-29 11:45:00,B,846,695,4
PR02583,M011,P008,2025-05-06 20:00:00,A,759,646,19
PR02584,M010,P008,2025-11-30 23:30:00,B,306,299,15
PR02585,M011,P014,2025-03-03 22:15:00,B,625,521,22
PR02586,M006,P002,2025-02-19 00:00:00,B,808,734,12
PR02587,M005,P012,2025-06-29 01:15:00,B,729,502,29
PR02588,M007,P008,2025-11-15 23:00:00,A,904,692,22
PR02589,M020,P001,2025-04-08 09:15:00,B,600,591,12
PR02590,M005,P013,2025-09-10 13:00:00,A,754,809,28
PR02591,M016,P011,2025-06-11 02:00:00,A,781,731,7
PR02592,M006,P014,2025-12-19 17:30:00,C,391,377,7
PR02593,M003,P009,2025-10-31 11:00:00,B,574,495,19
PR02594,M004,P006,2025-09-18 00:30:00,B,654,624,6
PR02595,M016,P014,2025-05-14 08:45:00,B,985,825,22
PR02596,M001,P012,2025-01-02 01:30:00,B,311,279,15
PR02597,M018,P003,2025-06-13 09:00:00,A,852,757,29
PR02598,M006,P013,2025-02-11 17:00:00,C,997,800,21
PR02599,M001,P011,2025-01-21 07:30:00,B,857,777,45
PR02600,M011,P002,2025-10-01 17:00:00,B,455,366,5
PR02601,M005,P004,2025-05-25 22:45:00,A,914,733,33
PR02602,M017,P015,2025-04-08 19:45:00,A,607,519,3
PR02603,M020,P003,2025-08-10 15:00:00,A,817,768,45
PR02604,M010,P014,2025-12-14 22:00:00,A,913,863,9
PR02605,M011,P009,2025-02-10 02:15:00,B,997,1046,11
PR02606,M006,P011,2025-10-11 10:00:00,A,651,534,14
PR02607,M005,P001,2025-02-27 19:45:00,B,333,224,13
PR02608,M009,P006,2025-04-26 19:45:00,C,994,733,23
PR02609,M007,P002,2025-05-23 09:45:00,B,358,346,4
PR02610,M008,P010,2025-02-02 09:45:00,B,375,334,12
PR02611,M019,P007,2025-08-04 15:45:00,A,717,528,23
PR02612,M018,P005,2025-07-06 07:00:00,A,441,451,4
PR02613,M002,P006,2025-03-08 11:45:00,A,868,985,33
PR02614,M001,P006,2025-07-21 07:00:00,A,705,611,18
PR02615,M004,P001,2025-03-08 23:00:00,A,962,912,32
PR02616,M001,P003,2025-10-28 01:00:00,B,468,351,16
PR02617,M019,P008,2025-03-11 00:30:00,C,647,529,25
PR02618,M013,P001,2025-11-02 11:15:00,A,414,463,23
PR02619,M016,P015,2025-11-16 22:45:00,B,344,296,15
PR02620,M005,P001,2025-12-05 10:30:00,B,579,615,23
PR02621,M018,P002,2025-05-27 23:30:00,C,592,626,22
PR02622,M010,P015,2025-10-08 19:45:00,B,656,636,22
PR02623,M016,P010,2025-06-19 12:45:00,B,460,431,6
PR02624,M014,P002,2025-01-27 10:45:00,B,689,469,27
PR02625,M014,P015,2025-03-13 09:45:00,B,331,272,4
PR02626,M017,P006,2025-01-09 04:15:00,A,661,733,6
PR02627,M003,P007,2025-02-06 11:15:00,B,997,670,27
PR02628,M002,P006,2025-02-18 10:45:00,A,355,319,9
PR02629,M002,P012,2025-04-02 08:30:00,B,376,274,10
PR02630,M015,P010,2025-05-16 23:30:00,A,518,375,19
PR02631,M019,P009,2025-06-13 23:45:00,B,426,389,22
PR02632,M013,P015,2025-08-11 23:30:00,A,714,605,17
PR02633,M013,P009,2025-10-11 07:15:00,A,630,566,20
PR02634,M016,P014,2025-07-11 21:45:00,B,350,351,20
PR02635,M001,P010,2025-02-15 17:30:00,B,550,571,9
PR02636,M020,P012,2025-08-10 15:15:00,B,522,396,20
PR02637,M018,P015,2025-04-19 21:15:00,A,515,494,4
PR02638,M015,P007,2025-06-14 07:15:00,C,704,722,39
PR02639,M006,P004,2025-10-31 20:15:00,C,564,414,23
PR02640,M001,P010,2025-10-01 10:15:00,A,347,271,12
PR02641,M009,P005,2025-05-09 22:00:00,A,366,341,5
PR02642,M005,P015,2025-04-19 09:45:00,C,975,782,29
PR02643,M011,P003,2025-01-05 21:45:00,B,639,669,13
PR02644,M003,P004,2025-01-30 14:30:00,C,746,666,26
PR02645,M005,P003,2025-04-24 03:00:00,B,303,274,5
PR02646,M007,P004,2025-11-17 23:15:00,A,431,405,12
PR02647,M015,P001,2025-08-01 23:00:00,A,707,599,33
PR02648,M020,P006,2025-10-13 11:00:00,A,543,503,3
PR02649,M010,P012,2025-11-16 16:30:00,A,438,471,19
PR02650,M016,P013,2025-03-09 15:30:00,B,318,339,18
PR02651,M014,P014,2025-09-17 05:45:00,A,764,611,31
PR02652,M012,P011,2025-01-08 01:15:00,B,714,621,20
PR02653,M007,P002,2025-05-15 13:00:00,C,589,541,22
PR02654,M020,P013,2025-04-22 18:45:00,A,888,954,42
PR02655,M010,P010,2025-05-12 19:45:00,C,335,290,6
PR02656,M007,P003,2025-12-05 06:15:00,A,726,704,20
PR02657,M018,P013,2025-04-24 18:30:00,C,690,567,21
PR02658,M011,P004,2025-02-08 21:00:00,B,637,633,23
PR02659,M006,P003,2025-01-09 00:00:00,A,486,420,23
PR02660,M006,P006,2025-10-30 16:30:00,B,809,691,35
PR02661,M005,P004,2025-08-25 23:45:00,B,365,381,21
PR02662,M010,P002,2025-09-27 20:45:00,B,359,259,9
PR02663,M012,P007,2025-09-25 01:45:00,B,378,424,16
PR02664,M017,P007,2025-08-28 23:30:00,C,700,564,24
PR02665,M001,P014,2025-08-16 19:30:00,C,880,824,29
PR02666,M018,P001,2025-08-16 04:15:00,C,704,758,6
PR02667,M011,P012,2025-03-14 13:00:00,B,693,635,16
PR02668,M017,P007,2025-12-17 16:45:00,B,584,492,20
PR02669,M001,P001,2025-06-17 11:45:00,A,660,525,15
PR02670,M017,P014,2025-07-17 16:45:00,A,645,580,29
PR02671,M006,P015,2025-05-30 21:00:00,B,665,476,5
PR02672,M010,P001,2025-06-04 08:00:00,A,824,786,24
PR02673,M016,P014,2025-04-14 06:45:00,A,847,974,50
PR02674,M020,P005,2025-02-02 14:00:00,B,551,484,4
PR02675,M020,P012,2025-03-20 06:45:00,C,362,292,2
PR02676,M001,P010,2025-04-25 00:30:00,B,370,265,11
PR02677,M016,P003,2025-11-23 02:45:00,B,910,850,31
PR02678,M009,P009,2025-06-22 04:30:00,A,412,274,7
PR02679,M010,P009,2025-06-02 10:00:00,A,775,616,27
PR02680,M009,P011,2025-10-21 10:45:00,A,955,873,15
PR02681,M009,P003,2025-06-22 18:00:00,C,443,405,16
PR02682,M005,P006,2025-01-23 07:00:00,C,662,703,27
PR02683,M015,P011,2025-05-24 19:00:00,B,779,611,6
PR02684,M004,P011,2025-08-30 09:45:00,B,771,665,17
PR02685,M017,P009,2025-02-04 16:45:00,C,573,596,10
PR02686,M017,P013,2025-03-08 19:30:00,B,956,816,22
PR02687,M001,P012,2025-02-24 18:45:00,C,462,376,20
PR02688,M014,P014,2025-07-04 23:45:00,B,937,909,13
PR02689,M006,P014,2025-05-30 16:15:00,C,401,360,9
PR02690,M003,P008,2025-04-20 21:00:00,C,680,531,26
PR02691,M014,P010,2025-09-14 04:30:00,C,450,496,18
PR02692,M005,P004,2025-10-31 00:45:00,C,456,309,9
PR02693,M008,P008,2025-08-31 03:45:00,C,939,760,41
PR02694,M018,P011,2025-10-21 01:00:00,C,738,568,11
PR02695,M015,P007,2025-08-18 01:30:00,B,777,787,7
PR02696,M018,P009,2025-06-10 10:15:00,C,907,798,47
PR02697,M020,P001,2025-12-17 01:45:00,C,515,499,11
PR02698,M013,P003,2025-10-25 09:30:00,B,822,903,42
PR02699,M001,P011,2025-10-09 06:30:00,B,863,744,39
PR02700,M006,P002,2025-07-24 02:15:00,C,543,530,23
PR02701,M004,P003,2025-12-08 19:00:00,C,947,968,48
PR02702,M005,P014,2025-11-28 17:45:00,A,971,929,10
PR02703,M004,P001,2025-11-29 15:00:00,B,711,617,4
PR02704,M005,P007,2025-10-28 04:15:00,C,792,702,26
PR02705,M010,P010,2025-11-07 07:15:00,B,581,527,15
PR02706,M017,P010,2025-01-24 07:30:00,B,345,295,7
PR02707,M008,P012,2025-09-23 23:15:00,A,495,415,13
PR02708,M002,P011,2025-03-29 21:15:00,B,402,331,8
PR02709,M008,P009,2025-08-14 21:00:00,B,666,543,21
PR02710,M018,P004,2025-12-30 08:30:00,A,345,309,18
PR02711,M005,P015,2025-02-09 09:00:00,A,615,688,30
PR02712,M004,P006,2025-11-28 10:00:00,C,503,419,25
PR02713,M018,P001,2025-07-21 17:00:00,A,338,249,10
PR02714,M010,P005,2025-04-29 20:30:00,B,942,796,23
PR02715,M014,P005,2025-08-31 18:30:00,A,325,406,11
PR02716,M016,P009,2025-02-03 13:15:00,C,437,407,13
PR02717,M005,P011,2025-04-17 03:30:00,B,896,913,13
PR02718,M002,P003,2025-04-30 03:45:00,C,872,912,15
PR02719,M010,P002,2025-02-15 10:30:00,B,977,844,15
PR02720,M019,P007,2025-07-10 02:30:00,B,941,983,34
PR02721,M006,P012,2025-01-13 14:15:00,A,607,471,9
PR02722,M016,P005,2025-06-26 23:30:00,C,857,731,7
PR02723,M003,P009,2025-11-09 03:45:00,C,365,277,15
PR02724,M004,P004,2025-02-18 12:00:00,B,961,1053,22
PR02725,M007,P012,2025-05-21 21:45:00,B,695,719,36
PR02726,M005,P009,2025-08-19 09:00:00,B,431,419,19
PR02727,M012,P015,2025-05-28 21:15:00,C,506,524,30
PR02728,M014,P007,2025-01-16 18:45:00,B,491,378,20
PR02729,M013,P015,2025-08-24 03:45:00,A,725,632,38
PR02730,M005,P011,2025-05-23 05:00:00,C,437,439,22
PR02731,M008,P015,2025-04-23 08:00:00,B,374,400,11
PR02732,M003,P006,2025-09-07 11:00:00,A,396,389,12
PR02733,M012,P002,2025-11-22 09:30:00,B,713,531,9
PR02734,M013,P014,2025-06-05 12:30:00,A,744,818,10
PR02735,M012,P012,2025-02-26 17:45:00,C,552,512,19
PR02736,M006,P008,2025-07-15 19:30:00,C,664,635,9
PR02737,M018,P006,2025-08-13 12:30:00,A,394,350,18
PR02738,M007,P014,2025-04-02 23:30:00,B,651,490,22
PR02739,M019,P001,2025-05-28 21:30:00,B,862,772,27
PR02740,M013,P012,2025-08-29 07:15:00,C,367,331,8
PR02741,M009,P012,2025-12-23 02:30:00,C,793,664,7
PR02742,M005,P014,2025-08-23 16:45:00,C,903,901,15
PR02743,M004,P009,2025-01-05 09:00:00,A,897,751,22
PR02744,M018,P008,2025-01-27 22:30:00,A,814,642,7
PR02745,M016,P009,2025-02-13 09:15:00,B,896,683,12
PR02746,M018,P008,2025-03-29 20:00:00,A,315,289,10
PR02747,M002,P007,2025-01-24 19:45:00,C,946,843,39
PR02748,M007,P004,2025-10-08 20:00:00,C,446,468,23
PR02749,M007,P001,2025-02-06 11:30:00,A,483,482,4
PR02750,M001,P011,2025-09-15 13:30:00,B,962,966,23
PR02751,M002,P002,2025-03-12 05:30:00,B,397,301,8
PR02752,M013,P007,2025-02-08 08:30:00,A,902,825,5
PR02753,M008,P014,2025-04-16 23:15:00,C,431,338,20
PR02754,M001,P002,2025-03-08 05:15:00,C,348,305,4
PR02755,M004,P004,2025-11-11 01:00:00,A,416,412,7
PR02756,M004,P013,2025-11-25 05:30:00,A,485,469,27
PR02757,M010,P003,2025-03-23 07:30:00,C,643,631,8
PR02758,M006,P005,2025-07-24 09:30:00,C,924,828,40
PR02759,M012,P004,2025-09-20 13:45:00,B,497,404,15
PR02760,M009,P011,2025-08-21 20:45:00,C,940,926,46
PR02761,M003,P006,2025-10-09 20:30:00,C,481,470,24
PR02762,M003,P005,2025-04-01 12:45:00,B,679,659,24
PR02763,M010,P002,2025-07-19 05:30:00,B,552,522,15
PR02764,M012,P003,2025-08-31 11:15:00,B,555,477,18
PR02765,M014,P003,2025-08-15 08:45:00,C,744,713,26
PR02766,M013,P008,2025-10-23 17:30:00,C,555,403,7
PR02767,M014,P004,2025-03-19 09:00:00,C,646,597,24
PR02768,M010,P007,2025-11-17 17:15:00,C,631,548,31
PR02769,M018,P003,2025-06-18 16:45:00,B,552,591,16
PR02770,M018,P013,2025-10-17 15:15:00,C,930,883,48
PR02771,M017,P011,2025-02-09 13:00:00,A,662,663,7
PR02772,M007,P008,2025-12-22 14:00:00,A,329,229,7
PR02773,M020,P007,2025-07-14 01:45:00,B,470,482,10
PR02774,M009,P010,2025-10-11 22:00:00,A,869,823,22
PR02775,M015,P007,2025-03-02 04:00:00,A,592,531,26
PR02776,M006,P007,2025-06-15 20:30:00,C,447,499,30
PR02777,M019,P014,2025-06-01 11:45:00,C,510,542,7
PR02778,M017,P014,2025-11-19 09:00:00,C,520,464,17
PR02779,M015,P002,2025-02-10 21:00:00,C,485,451,10
PR02780,M007,P006,2025-07-29 14:00:00,A,721,663,23
PR02781,M001,P002,2025-11-04 03:00:00,B,407,458,22
PR02782,M007,P004,2025-05-07 18:30:00,A,899,679,32
PR02783,M009,P009,2025-05-20 08:15:00,A,787,792,39
PR02784,M014,P008,2025-05-25 01:30:00,C,390,403,23
PR02785,M019,P011,2025-04-21 01:00:00,C,557,613,36
PR02786,M006,P015,2025-10-30 21:00:00,A,325,259,6
PR02787,M003,P015,2025-03-19 16:45:00,C,727,730,5
PR02788,M007,P005,2025-11-05 01:15:00,C,598,486,28
PR02789,M016,P010,2025-06-18 09:30:00,C,459,501,14
PR02790,M003,P006,2025-02-19 15:00:00,B,510,559,15
PR02791,M010,P015,2025-02-20 22:00:00,A,807,658,7
PR02792,M017,P009,2025-03-11 09:45:00,C,985,974,14
PR02793,M005,P015,2025-02-15 09:00:00,B,422,257,6
PR02794,M016,P007,2025-12-23 02:15:00,B,746,651,22
PR02795,M010,P010,2025-08-08 06:00:00,A,544,510,20
PR02796,M005,P002,2025-12-03 12:00:00,B,891,960,14
PR02797,M014,P011,2025-05-26 01:00:00,A,543,391,11
PR02798,M006,P006,2025-07-18 02:45:00,A,861,725,17
PR02799,M003,P015,2025-12-02 15:30:00,C,376,252,11
PR02800,M014,P007,2025-08-27 18:30:00,C,833,736,41
PR02801,M011,P007,2025-05-25 16:15:00,B,359,346,15
PR02802,M010,P015,2025-06-28 21:45:00,A,513,503,24
PR02803,M012,P001,2025-04-05 14:00:00,B,766,546,14
PR02804,M009,P002,2025-07-15 00:45:00,A,323,343,3
PR02805,M004,P015,2025-01-03 12:45:00,A,484,404,19
PR02806,M009,P013,2025-01-02 20:45:00,A,718,616,5
PR02807,M012,P014,2025-09-06 04:15:00,C,307,293,3
PR02808,M018,P003,2025-03-24 04:15:00,B,446,446,7
PR02809,M019,P010,2025-01-07 17:30:00,B,782,668,40
PR02810,M009,P008,2025-01-17 00:30:00,C,394,308,14
PR02811,M011,P004,2025-03-01 07:30:00,B,404,423,3
PR02812,M001,P013,2025-08-15 04:15:00,B,958,860,11
PR02813,M001,P003,2025-05-29 03:30:00,C,801,794,27
PR02814,M011,P004,2025-01-09 02:00:00,B,607,474,10
PR02815,M009,P005,2025-02-09 19:30:00,B,429,354,20
PR02816,M018,P001,2025-10-12 13:45:00,A,594,579,23
PR02817,M001,P011,2025-02-13 20:15:00,A,323,279,15
PR02818,M020,P012,2025-08-26 17:00:00,C,983,718,12
PR02819,M012,P015,2025-08-16 08:15:00,B,712,729,26
PR02820,M019,P015,2025-07-10 18:30:00,C,321,300,6
PR02821,M020,P013,2025-01-01 13:45:00,C,880,823,11
PR02822,M014,P008,2025-08-08 00:45:00,A,368,331,9
PR02823,M014,P002,2025-04-30 14:30:00,A,680,632,8
PR02824,M005,P006,2025-08-03 21:00:00,A,606,574,20
PR02825,M013,P005,2025-11-22 00:30:00,B,499,407,16
PR02826,M001,P009,2025-06-04 14:45:00,B,484,434,23
PR02827,M002,P005,2025-12-12 05:15:00,A,444,477,3
PR02828,M008,P014,2025-08-21 22:15:00,B,615,494,11
PR02829,M001,P007,2025-11-04 03:30:00,A,847,648,24
PR02830,M015,P001,2025-09-13 18:45:00,A,315,263,4
PR02831,M008,P014,2025-04-20 07:15:00,A,935,928,14
PR02832,M001,P015,2025-06-14 20:15:00,A,837,693,5
PR02833,M004,P008,2025-11-06 13:45:00,B,488,493,14
PR02834,M015,P009,2025-03-22 19:15:00,A,434,273,3
PR02835,M001,P007,2025-03-03 11:15:00,A,904,669,21
PR02836,M006,P009,2025-03-06 11:00:00,A,520,424,7
PR02837,M004,P010,2025-06-04 17:30:00,A,307,257,10
PR02838,M016,P002,2025-11-26 07:15:00,C,682,647,21
PR02839,M013,P003,2025-02-01 00:00:00,A,961,686,20
PR02840,M012,P010,2025-06-24 12:30:00,B,804,549,25
PR02841,M012,P012,2025-01-02 23:45:00,A,893,971,5
PR02842,M015,P008,2025-03-11 23:15:00,C,384,392,16
PR02843,M004,P010,2025-02-08 09:30:00,B,685,558,16
PR02844,M014,P007,2025-06-30 06:00:00,C,382,301,18
PR02845,M005,P001,2025-08-08 10:00:00,C,652,438,12
PR02846,M014,P011,2025-03-23 17:00:00,A,963,818,29
PR02847,M015,P001,2025-11-16 01:15:00,B,435,336,13
PR02848,M007,P011,2025-11-19 15:45:00,B,509,397,5
PR02849,M010,P011,2025-03-05 17:30:00,C,899,721,29
PR02850,M005,P010,2025-07-08 13:15:00,B,809,582,12
