maintenance_id,machine_id,maintenance_date,maintenance_type,maintenance_cost
MT01148,M001,2025-09-20,Preventive,212.17
MT01149,M003,2025-03-21,Inspection,346.18
MT01150,M009,2025-06-21,Preventive,779.78
MT01151,M005,2025-12-11,Preventive,766.15
MT01152,M004,2025-07-08,Preventive,504.08
MT01153,M007,2025-04-08,Emergency,2161.46
MT01154,M019,2025-11-30,Preventive,613.67
MT01155,M009,2025-10-31,Emergency,4975.14
MT01156,M012,2025-12-30,Preventive,723.81
MT01157,M019,2025-08-12,Corrective,1985.94
MT01158,M007,2025-07-12,Preventive,417.13
MT01159,M004,2025-02-22,Preventive,637.37
MT01160,M012,2025-01-23,Preventive,598.48
MT01161,M004,2025-09-03,Corrective,1727.33
MT01162,M012,2025-08-16,Preventive,786.67
MT01163,M006,2025-11-13,Corrective,837.2
MT01164,M005,2025-01-03,Preventive,270.2
MT01165,M015,2025-04-02,Preventive,209.51
MT01166,M007,2025-07-17,Preventive,580.34
MT01167,M012,2025-04-09,Corrective,2323.83
MT01168,M015,2025-11-03,Corrective,1716.45
MT01169,M003,2025-03-23,Emergency,1274.84
MT01170,M020,2025-03-10,Emergency,1646.77
MT01171,M020,2025-01-05,Inspection,377.97
MT01172,M002,2025-10-24,Preventive,424.09
MT01173,M009,2025-08-30,Preventive,231.69
MT01174,M004,2025-11-21,Emergency,3910.78
MT01175,M008,2025-02-17,Corrective,557.84
MT01176,M004,2025-02-09,Preventive,170.07
MT01177,M013,2025-12-15,Inspection,91.48
MT01178,M002,2025-06-19,Preventive,352.37
MT01179,M014,2025-06-24,Inspection,251.15
MT01180,M003,2025-07-25,Corrective,443.82
MT01181,M012,2025-10-08,Inspection,147.38
MT01182,M005,2025-12-18,Corrective,1364.69
MT01183,M008,2025-12-28,Inspection,344.33
MT01184,M001,2025-04-04,Corrective,749.7
MT01185,M009,2025-04-20,Preventive,493.72
MT01186,M001,2025-10-06,Inspection,237.35
MT01187,M014,2025-07-29,Corrective,1149.48
MT01188,M011,2025-08-31,Inspection,179.8
MT01189,M020,2025-10-20,Preventive,770.73
MT01190,M009,2025-10-11,Corrective,1289.78
MT01191,M010,2025-02-07,Preventive,372.62
MT01192,M009,2025-05-02,Preventive,528.28
MT01193,M003,2025-12-15,Emergency,4796.54
MT01194,M017,2025-07-27,Preventive,322.49
MT01195,M004,2025-08-27,Corrective,1571.83
MT01196,M009,2025-03-16,Preventive,591.37
MT01197,M010,2025-11-21,Corrective,984.71
MT01198,M018,2025-12-08,Inspection,177.21
MT01199,M013,2025-07-01,Inspection,329.06
MT01200,M011,2025-06-08,Preventive,202.24
